sale_id,sale_date,store_id,product_id,quantity
VZ-029687,2021-01-25,ST-67,P-89,10
UW-688195,2022-11-08,ST-71,P-33,1
JR-7538,2023-10-21,ST-75,P-31,3
GH-7738,2021-09-29,ST-29,P-34,5
WO-836156,2020-05-26,ST-61,P-55,1
QU-93958,2020-09-12,ST-34,P-49,2
MR-700741,2022-03-11,ST-38,P-83,9
QK-7848,2023-06-01,ST-50,P-12,4
SE-3430,2024-08-26,ST-3,P-52,9
XP-20612,2024-09-21,ST-37,P-57,4
GT-5819,2021-07-18,ST-43,P-40,10
PO-60817,2024-10-01,ST-40,P-81,3
KP-274116,2023-10-04,ST-11,P-54,8
NB-5988,2024-06-22,ST-33,P-27,10
MR-8021,2021-05-29,ST-44,P-16,2
JD-12067,2021-12-15,ST-27,P-39,4
EV-45437,2023-12-06,ST-31,P-68,1
LN-89362,2023-09-26,ST-49,P-7,5
GR-77828,2024-10-20,ST-50,P-68,3
GD-139399,2020-05-28,ST-36,P-81,4
UI-05081,2021-10-06,ST-73,P-34,2
FL-58057,2023-08-26,ST-27,P-50,10
KK-3127,2024-04-23,ST-26,P-36,1
TP-9924,2021-04-14,ST-55,P-4,8
TO-44286,2020-09-27,ST-1,P-5,5
OG-200562,2024-10-02,ST-71,P-79,3
VN-2203,2023-12-31,ST-17,P-69,10
YP-8192,2021-06-27,ST-31,P-87,1
XR-42496,2022-08-07,ST-29,P-78,3
XA-192278,2022-01-21,ST-23,P-36,9
TR-523177,2020-07-13,ST-17,P-68,9
FV-2967,2021-01-21,ST-38,P-4,1
JJ-33631,2022-03-11,ST-67,P-61,6
AN-49416,2024-06-28,ST-62,P-9,7
TY-04880,2023-04-22,ST-55,P-88,4
YW-588276,2022-04-26,ST-38,P-87,3
YV-294658,2021-05-04,ST-52,P-31,4
OM-3827,2023-05-20,ST-24,P-26,5
CZ-10335,2022-07-17,ST-48,P-54,1
HD-871802,2024-03-30,ST-28,P-44,9
JT-35368,2021-01-08,ST-24,P-78,7
IL-3644,2023-01-17,ST-18,P-80,3
MZ-166216,2023-03-22,ST-28,P-25,8
ON-3510,2022-10-03,ST-34,P-81,3
TM-0519,2020-05-11,ST-71,P-8,7
BJ-103977,2022-03-02,ST-68,P-45,9
EP-8672,2020-12-10,ST-9,P-15,2
WN-079616,2023-07-22,ST-71,P-54,2
NE-341146,2024-02-22,ST-35,P-18,2
XK-8236,2024-01-10,ST-60,P-37,8
IJ-2742,2020-06-14,ST-26,P-84,5
SA-992524,2020-08-06,ST-40,P-26,5
VL-055087,2022-01-31,ST-50,P-40,2
OD-006310,2024-07-01,ST-29,P-24,3
KE-2124,2023-06-18,ST-60,P-10,10
LM-443199,2021-12-02,ST-47,P-37,3
XJ-8782,2021-01-22,ST-53,P-15,9
TH-165345,2023-08-24,ST-31,P-24,6
UV-7777,2020-05-09,ST-63,P-82,1
OK-00751,2022-11-23,ST-69,P-75,5
NX-238917,2021-07-28,ST-16,P-3,4
UA-7077,2024-01-30,ST-62,P-41,8
ZI-489238,2021-10-17,ST-72,P-27,3
TG-9190,2022-11-30,ST-15,P-12,4
FI-644552,2020-01-26,ST-18,P-31,4
OA-3764,2020-05-07,ST-36,P-40,8
PB-5922,2024-06-04,ST-73,P-42,7
LD-535838,2021-09-08,ST-58,P-39,9
MZ-9099,2020-09-24,ST-6,P-51,10
BG-6786,2023-03-22,ST-34,P-71,7
CK-9859,2020-10-03,ST-59,P-85,9
YN-097773,2021-12-04,ST-38,P-55,6
VB-8848,2020-10-04,ST-19,P-11,1
TC-61660,2021-11-20,ST-48,P-24,2
JX-084119,2020-09-13,ST-65,P-69,9
AE-691674,2022-04-17,ST-69,P-83,6
PD-9794,2023-03-28,ST-27,P-11,5
DY-30582,2020-10-29,ST-72,P-74,2
SO-17542,2021-07-14,ST-52,P-3,8
EY-97091,2023-02-03,ST-66,P-16,1
ZD-922154,2020-09-27,ST-59,P-36,5
SD-6322,2021-07-05,ST-24,P-18,5
BZ-719517,2021-08-15,ST-24,P-4,5
BO-97557,2022-09-23,ST-40,P-22,7
NX-29634,2023-07-29,ST-5,P-63,10
TH-588414,2022-11-17,ST-47,P-69,7
YO-02860,2021-04-22,ST-70,P-24,5
JS-8177,2020-07-29,ST-28,P-65,1
UB-061420,2024-04-14,ST-12,P-27,3
HQ-41036,2020-03-31,ST-16,P-2,1
ZZ-360894,2023-08-07,ST-8,P-5,8
OJ-02293,2022-01-21,ST-20,P-49,7
IQ-64837,2024-02-18,ST-35,P-30,10
DC-4524,2020-06-17,ST-70,P-4,3
JN-654404,2021-08-24,ST-16,P-19,9
NK-3726,2020-03-24,ST-34,P-55,2
FB-555927,2023-04-12,ST-60,P-37,7
XX-840579,2021-11-04,ST-21,P-11,7
MT-7107,2021-01-14,ST-31,P-56,5
PY-95282,2021-05-26,ST-65,P-40,2
YT-15338,2024-09-14,ST-71,P-16,6
NR-0622,2023-07-06,ST-36,P-67,10
SY-24314,2022-05-12,ST-13,P-66,3
JP-7779,2021-11-30,ST-36,P-34,5
UH-17296,2022-10-30,ST-64,P-84,9
LH-738779,2021-06-29,ST-22,P-37,1
CB-627672,2024-05-25,ST-75,P-84,7
AR-19994,2023-05-24,ST-10,P-10,8
WZ-899130,2023-01-29,ST-66,P-79,9
VJ-091036,2022-08-24,ST-3,P-62,6
JM-1721,2024-02-19,ST-20,P-10,1
WJ-667015,2020-11-10,ST-46,P-75,8
RZ-160212,2021-12-11,ST-6,P-4,9
UB-8637,2021-11-08,ST-24,P-50,5
TF-6466,2024-02-08,ST-61,P-76,10
AO-1267,2021-01-08,ST-16,P-22,1
AP-12666,2024-01-24,ST-75,P-53,3
BY-1934,2024-06-05,ST-74,P-56,1
ZH-60199,2020-08-23,ST-45,P-35,6
BY-8930,2023-01-23,ST-10,P-39,9
ZJ-796958,2021-06-02,ST-40,P-40,5
CZ-54923,2020-09-28,ST-12,P-7,1
YF-5090,2023-01-23,ST-69,P-57,3
TS-32333,2020-05-20,ST-73,P-1,5
RX-5938,2024-08-13,ST-1,P-66,10
BC-693798,2024-08-18,ST-35,P-10,1
GJ-00871,2021-08-14,ST-18,P-3,6
LS-5696,2020-04-18,ST-25,P-44,4
ME-95390,2023-04-04,ST-56,P-44,4
CG-4075,2023-01-16,ST-29,P-51,4
OC-939243,2022-07-10,ST-35,P-29,5
CZ-191553,2023-10-09,ST-59,P-83,1
ZE-0525,2023-12-16,ST-58,P-13,4
VV-0234,2020-01-07,ST-52,P-61,5
SC-838034,2020-10-31,ST-50,P-2,6
SY-312876,2021-02-10,ST-39,P-33,2
MK-0148,2024-04-13,ST-21,P-86,8
ZW-1833,2021-08-20,ST-16,P-68,3
VC-85762,2023-04-10,ST-27,P-20,10
IY-3581,2021-01-14,ST-9,P-83,1
UT-810537,2024-06-20,ST-66,P-29,3
RJ-2774,2021-02-10,ST-45,P-39,5
RO-588700,2024-07-12,ST-75,P-49,10
ZV-1527,2021-03-02,ST-55,P-20,10
PG-7695,2024-04-23,ST-66,P-76,8
VE-28388,2020-02-04,ST-2,P-46,9
OK-025370,2023-08-14,ST-1,P-59,9
ZZ-57563,2024-08-27,ST-75,P-38,10
SX-93728,2020-05-29,ST-53,P-26,7
IF-42405,2021-11-14,ST-73,P-45,9
XO-020345,2023-07-22,ST-74,P-54,1
UC-1850,2022-02-01,ST-46,P-34,2
HL-856300,2022-04-01,ST-56,P-35,4
HP-3584,2023-04-24,ST-51,P-54,7
ME-6553,2022-04-13,ST-43,P-3,1
BT-9699,2022-12-09,ST-23,P-8,8
QE-6529,2023-04-16,ST-71,P-69,6
BD-987718,2024-09-28,ST-53,P-45,4
BY-61063,2023-11-30,ST-34,P-14,6
FN-668480,2023-11-15,ST-27,P-42,9
EC-3625,2023-06-17,ST-36,P-78,10
OT-2778,2022-11-06,ST-57,P-36,10
CM-6109,2021-02-27,ST-28,P-52,2
NJ-9709,2021-04-15,ST-27,P-13,8
DA-9667,2021-09-02,ST-16,P-25,4
MA-453735,2020-03-14,ST-46,P-67,1
CH-519725,2022-11-18,ST-21,P-13,9
LA-9449,2024-03-08,ST-4,P-4,9
FU-5437,2020-02-02,ST-54,P-44,9
QN-67048,2020-05-12,ST-63,P-17,5
VH-9958,2023-08-07,ST-21,P-34,1
LK-793394,2022-08-17,ST-52,P-5,5
SH-2843,2024-01-26,ST-16,P-2,2
WC-86718,2020-06-23,ST-59,P-8,4
RK-2556,2022-01-21,ST-41,P-21,2
VD-5123,2023-10-04,ST-40,P-77,8
KK-30350,2020-01-03,ST-32,P-88,1
MF-721157,2024-10-23,ST-42,P-67,9
KH-34132,2023-01-24,ST-62,P-76,10
TZ-1273,2020-05-03,ST-33,P-25,3
PB-74905,2023-12-03,ST-51,P-40,6
JR-6545,2020-07-20,ST-63,P-62,2
WS-15368,2020-04-10,ST-6,P-87,2
KR-466970,2022-07-25,ST-53,P-83,7
FU-7064,2022-11-30,ST-50,P-39,6
QZ-8875,2024-03-13,ST-59,P-41,4
TT-1225,2023-01-17,ST-61,P-56,3
NW-3302,2024-02-07,ST-73,P-69,6
YS-4916,2024-02-04,ST-73,P-51,5
JY-05351,2021-04-03,ST-18,P-24,9
CQ-3198,2020-12-03,ST-5,P-87,3
MY-0210,2022-04-17,ST-26,P-27,9
UE-0869,2023-12-03,ST-12,P-83,10
JF-89909,2023-09-21,ST-45,P-49,5
VA-641359,2024-07-02,ST-28,P-77,6
WN-57491,2022-12-17,ST-34,P-65,6
UP-36091,2021-05-24,ST-27,P-42,7
HR-07854,2024-05-09,ST-51,P-68,1
DX-578593,2021-10-15,ST-72,P-88,6
EB-35255,2020-02-20,ST-48,P-50,1
JB-00179,2022-10-10,ST-72,P-14,6
ZC-1976,2024-02-09,ST-75,P-18,8
VY-60292,2020-04-20,ST-73,P-82,3
UX-473140,2022-11-24,ST-38,P-36,7
UW-777992,2023-04-28,ST-33,P-63,9
WR-3365,2022-01-25,ST-61,P-3,8
ZC-290802,2021-09-27,ST-21,P-45,5
GP-0714,2024-10-04,ST-68,P-55,2
JV-371913,2023-01-24,ST-4,P-2,5
JJ-1897,2020-12-03,ST-34,P-75,6
GD-87172,2022-03-11,ST-35,P-59,6
NM-544734,2023-03-29,ST-17,P-13,5
KQ-2333,2024-02-16,ST-34,P-57,6
AN-177278,2023-12-11,ST-47,P-18,5
AM-6306,2020-09-14,ST-31,P-52,2
ZN-2978,2024-08-30,ST-4,P-47,4
EB-540287,2023-04-21,ST-51,P-20,7
UV-86531,2024-01-25,ST-44,P-79,10
AB-96468,2023-08-13,ST-49,P-59,4
RC-095930,2023-07-01,ST-9,P-22,2
EL-72363,2024-06-20,ST-12,P-48,3
IB-29169,2021-05-28,ST-41,P-17,8
RC-542677,2020-08-19,ST-26,P-28,4
JQ-3712,2021-02-20,ST-18,P-36,8
NZ-743027,2021-01-28,ST-46,P-15,9
US-7668,2024-06-25,ST-31,P-29,8
HS-9284,2021-03-16,ST-31,P-86,9
RH-11171,2020-05-28,ST-42,P-50,1
EV-2159,2020-05-09,ST-30,P-36,9
UB-8775,2023-12-22,ST-33,P-88,9
AS-1482,2023-09-11,ST-6,P-87,7
SZ-275407,2024-11-01,ST-65,P-47,3
XZ-62002,2023-04-22,ST-12,P-10,5
HW-731011,2023-07-17,ST-19,P-35,6
IX-063209,2022-06-09,ST-18,P-76,9
LT-7168,2020-01-15,ST-3,P-13,4
TJ-92161,2024-08-23,ST-64,P-8,6
HC-23607,2022-06-08,ST-49,P-30,6
UV-22532,2021-01-12,ST-29,P-86,9
YS-34451,2020-09-08,ST-61,P-75,9
LO-02338,2023-08-02,ST-12,P-35,5
TY-54333,2021-02-01,ST-35,P-3,7
PW-96870,2024-06-06,ST-14,P-2,8
BZ-334509,2024-01-31,ST-55,P-76,3
JJ-596063,2021-01-30,ST-62,P-89,2
SZ-01520,2023-01-05,ST-15,P-63,8
UF-315032,2023-03-07,ST-57,P-1,4
GP-91551,2020-06-26,ST-36,P-15,3
VN-0582,2024-02-01,ST-19,P-5,3
LJ-093266,2021-04-28,ST-10,P-48,1
VR-7877,2023-05-05,ST-10,P-83,6
DX-745597,2021-03-30,ST-63,P-77,7
AA-41296,2023-11-03,ST-11,P-85,6
FI-96278,2024-03-17,ST-44,P-62,6
VG-131636,2022-08-19,ST-53,P-87,6
ZI-65588,2020-06-14,ST-69,P-43,2
IP-1007,2022-02-20,ST-7,P-84,10
DO-9745,2024-01-29,ST-31,P-32,8
UX-5686,2022-10-18,ST-12,P-53,1
UW-4260,2021-08-21,ST-7,P-89,1
WA-536225,2021-08-18,ST-73,P-28,4
NK-238860,2020-12-31,ST-25,P-6,8
QZ-703602,2022-07-28,ST-20,P-21,1
TF-10394,2023-05-23,ST-56,P-31,1
VM-74472,2020-08-04,ST-20,P-41,4
UQ-6451,2022-02-28,ST-26,P-71,3
NL-84129,2024-08-07,ST-69,P-65,1
YQ-6258,2024-07-05,ST-40,P-81,7
OI-399192,2023-08-15,ST-15,P-2,7
GN-2923,2024-07-27,ST-72,P-83,7
CH-773764,2020-05-29,ST-8,P-38,3
GD-296753,2020-02-06,ST-16,P-38,1
JS-69351,2020-08-30,ST-34,P-72,10
WO-56683,2023-12-26,ST-31,P-37,5
BQ-9107,2023-06-01,ST-35,P-21,8
HQ-7795,2022-02-28,ST-12,P-22,8
VU-821070,2020-10-12,ST-45,P-27,3
MT-90733,2021-06-16,ST-43,P-52,7
OH-481381,2024-02-13,ST-65,P-70,5
YJ-960523,2024-09-17,ST-9,P-49,7
TK-742460,2024-05-05,ST-48,P-65,3
MH-77113,2021-08-08,ST-68,P-6,2
IC-7914,2023-10-06,ST-43,P-7,2
JQ-465917,2024-01-28,ST-43,P-45,6
WE-8033,2020-12-11,ST-17,P-14,9
NI-5144,2022-07-25,ST-73,P-35,3
SQ-85894,2023-04-18,ST-74,P-7,5
WP-164758,2023-09-25,ST-14,P-17,5
BD-6262,2023-08-08,ST-51,P-50,10
ND-62212,2022-03-02,ST-59,P-61,2
SW-23036,2020-08-18,ST-16,P-66,9
PX-3640,2021-09-25,ST-61,P-34,3
AY-17381,2023-04-30,ST-54,P-89,1
UP-562612,2021-07-03,ST-29,P-78,4
LB-35825,2023-08-12,ST-62,P-33,1
HS-91602,2023-09-01,ST-67,P-44,7
UN-401215,2024-11-04,ST-39,P-5,1
CE-3113,2023-01-13,ST-56,P-49,4
KJ-868782,2021-02-16,ST-15,P-38,4
JC-577422,2020-01-05,ST-37,P-65,4
OG-57385,2020-04-12,ST-49,P-80,4
YK-424323,2021-11-03,ST-33,P-21,9
EV-0257,2023-06-22,ST-61,P-48,3
RZ-568487,2021-06-29,ST-58,P-89,7
VX-0500,2022-03-09,ST-65,P-85,7
BB-39420,2022-08-20,ST-2,P-88,3
WY-254618,2021-02-01,ST-65,P-1,5
HS-10507,2024-07-29,ST-40,P-86,10
XP-94802,2023-07-08,ST-62,P-69,9
TQ-02787,2021-11-05,ST-7,P-22,8
AI-6347,2021-12-11,ST-53,P-54,8
RL-38739,2024-02-27,ST-73,P-85,3
QV-7056,2022-09-06,ST-73,P-42,8
AW-49418,2023-05-14,ST-35,P-62,5
GK-208392,2023-12-24,ST-59,P-56,3
KP-24452,2020-02-12,ST-46,P-30,7
YL-8482,2020-12-24,ST-57,P-14,7
IX-40894,2024-03-31,ST-53,P-45,1
EQ-96534,2021-11-16,ST-68,P-88,5
WT-3334,2022-04-13,ST-10,P-26,7
SF-258431,2020-07-20,ST-70,P-18,2
CU-36302,2024-09-24,ST-17,P-35,10
BF-32424,2020-12-09,ST-69,P-38,3
XV-881461,2020-04-30,ST-10,P-69,3
XB-80635,2021-11-15,ST-14,P-22,8
UG-632470,2022-07-24,ST-25,P-7,1
SI-6704,2022-05-10,ST-12,P-19,1
AD-928547,2021-05-07,ST-63,P-50,10
VG-3702,2024-10-26,ST-19,P-14,10
SL-626545,2024-06-26,ST-36,P-26,10
RB-66727,2020-02-06,ST-10,P-32,5
JL-358918,2023-10-30,ST-19,P-76,4
CF-5590,2022-05-12,ST-35,P-55,9
PO-380360,2021-02-06,ST-10,P-74,1
BN-400588,2021-12-31,ST-60,P-21,3
FY-91621,2020-12-18,ST-20,P-21,8
NR-67936,2024-07-15,ST-32,P-33,7
HJ-7690,2020-01-22,ST-34,P-80,9
KB-9541,2024-02-15,ST-21,P-54,4
YF-472690,2022-11-09,ST-72,P-19,8
ZS-44283,2023-04-21,ST-62,P-5,7
RH-268297,2023-04-08,ST-19,P-9,7
PS-78391,2024-02-01,ST-18,P-76,9
PQ-827453,2021-05-18,ST-11,P-10,5
EO-459432,2020-02-18,ST-72,P-85,1
TY-75221,2023-01-15,ST-11,P-49,1
XD-113816,2024-09-17,ST-65,P-39,6
VW-36274,2020-03-23,ST-54,P-70,1
WR-9790,2024-07-18,ST-69,P-32,10
LW-9706,2022-12-03,ST-61,P-40,8
VW-457651,2021-12-17,ST-46,P-33,4
PB-499097,2021-06-26,ST-11,P-28,1
PL-2673,2024-09-15,ST-41,P-11,10
UT-3626,2021-09-08,ST-54,P-55,7
TS-17262,2024-09-29,ST-59,P-52,9
TH-23222,2022-06-28,ST-15,P-66,7
SK-453208,2020-11-03,ST-21,P-33,5
LW-26731,2024-08-19,ST-24,P-2,1
JW-96252,2021-03-08,ST-46,P-73,4
UY-646212,2023-05-08,ST-4,P-12,5
WQ-569654,2023-01-06,ST-11,P-48,9
MP-47307,2021-03-01,ST-44,P-54,10
EV-760541,2022-07-31,ST-19,P-68,3
OR-9988,2022-10-16,ST-14,P-42,4
RS-44533,2022-09-16,ST-45,P-42,9
FD-4940,2021-10-14,ST-29,P-27,9
LP-98533,2024-02-13,ST-75,P-82,8
NW-0919,2023-10-01,ST-29,P-34,2
UN-63186,2020-01-26,ST-8,P-80,5
RL-10970,2020-12-06,ST-3,P-17,5
DN-2918,2024-08-31,ST-62,P-44,10
RD-5001,2024-10-11,ST-24,P-83,5
HZ-34228,2020-02-02,ST-30,P-42,7
VJ-7525,2020-09-13,ST-17,P-65,2
CB-28589,2023-03-23,ST-34,P-62,6
VU-06143,2020-05-13,ST-74,P-30,1
GN-5333,2023-10-12,ST-9,P-65,9
DJ-154560,2021-12-09,ST-29,P-8,5
GN-32566,2024-01-02,ST-17,P-6,5
JW-5460,2022-10-16,ST-8,P-15,10
PU-26311,2021-05-03,ST-75,P-66,2
ON-59133,2022-09-04,ST-52,P-13,5
QS-5919,2024-01-19,ST-20,P-15,1
MP-90533,2021-10-30,ST-41,P-32,3
JU-46989,2023-09-09,ST-10,P-75,3
WJ-8668,2022-03-26,ST-66,P-30,1
ST-477623,2022-12-30,ST-48,P-46,9
DN-158224,2022-05-31,ST-57,P-22,1
WU-6035,2024-01-04,ST-65,P-47,1
EL-142698,2021-05-28,ST-12,P-47,4
GC-9253,2021-05-05,ST-72,P-6,2
XE-03504,2021-11-07,ST-32,P-67,8
YW-12070,2023-06-25,ST-26,P-63,1
EU-5783,2023-05-16,ST-12,P-36,10
ZN-1508,2024-07-16,ST-15,P-7,9
WP-37376,2021-08-29,ST-39,P-81,7
RL-04172,2024-09-10,ST-7,P-19,2
TL-2733,2021-03-17,ST-57,P-64,7
FM-944809,2022-12-02,ST-42,P-61,9
ZX-67333,2023-12-06,ST-6,P-31,4
AE-553336,2020-08-01,ST-19,P-81,9
IO-8353,2023-08-05,ST-6,P-8,7
HU-546856,2021-06-23,ST-36,P-20,2
DW-738942,2020-03-30,ST-45,P-59,10
JQ-724092,2022-12-15,ST-29,P-67,5
PE-84484,2023-08-31,ST-2,P-55,10
LL-439199,2020-09-28,ST-66,P-31,6
PM-205025,2024-04-10,ST-2,P-20,8
JB-3428,2024-08-20,ST-42,P-4,2
IJ-486752,2023-11-26,ST-70,P-61,5
KF-7303,2020-11-15,ST-36,P-74,1
XJ-17178,2020-03-14,ST-45,P-74,8
TP-5992,2021-09-06,ST-36,P-20,7
EQ-30816,2020-07-08,ST-63,P-55,6
WR-1240,2021-11-06,ST-6,P-50,8
AP-6271,2021-04-02,ST-39,P-42,4
TV-76192,2022-12-31,ST-33,P-86,5
RX-2958,2022-06-30,ST-65,P-5,5
SI-3804,2024-08-17,ST-57,P-17,6
YH-485891,2020-08-12,ST-25,P-45,5
OB-17694,2022-12-13,ST-3,P-56,4
TT-96055,2021-02-06,ST-41,P-15,8
TR-267249,2022-10-03,ST-18,P-1,2
VL-763231,2024-07-23,ST-38,P-27,1
UK-69354,2021-01-01,ST-43,P-50,8
GO-279359,2024-10-04,ST-63,P-56,7
TC-3108,2023-07-19,ST-62,P-13,4
YA-1097,2020-11-11,ST-39,P-18,4
JO-19880,2020-08-23,ST-45,P-80,1
PT-4559,2022-04-04,ST-55,P-11,5
WY-402633,2021-01-29,ST-40,P-69,7
XK-74148,2022-12-24,ST-70,P-24,3
TR-8629,2021-10-24,ST-43,P-76,4
SW-66679,2024-02-26,ST-26,P-64,1
BO-08352,2023-03-26,ST-1,P-10,1
XV-639154,2020-10-11,ST-48,P-84,5
OY-75363,2022-08-13,ST-70,P-84,2
AF-37081,2022-02-02,ST-71,P-85,10
DO-5265,2023-01-30,ST-27,P-63,8
UE-3338,2021-05-14,ST-40,P-26,4
DS-5284,2023-10-11,ST-10,P-89,2
LD-25115,2022-09-25,ST-37,P-79,9
YP-01272,2024-03-25,ST-58,P-3,9
YY-1706,2020-08-20,ST-38,P-73,6
BE-84447,2023-10-28,ST-50,P-19,6
RJ-628907,2023-06-14,ST-64,P-11,6
DC-37783,2021-07-31,ST-20,P-86,3
YX-211363,2020-10-04,ST-64,P-44,2
VF-82407,2022-03-22,ST-10,P-88,1
RA-7452,2022-08-08,ST-2,P-40,7
GX-37933,2022-11-03,ST-26,P-77,6
XF-0107,2020-01-04,ST-14,P-15,1
AP-4907,2024-09-10,ST-11,P-68,8
EZ-585292,2021-01-20,ST-63,P-57,4
SD-8419,2023-08-23,ST-38,P-28,5
SU-048841,2022-09-18,ST-14,P-48,5
AQ-915665,2023-06-26,ST-3,P-32,2
MP-234298,2023-08-14,ST-25,P-57,5
OI-5435,2024-08-25,ST-32,P-70,10
FV-3734,2024-11-10,ST-14,P-71,6
ZC-8913,2024-07-14,ST-36,P-33,6
RR-72242,2023-04-15,ST-43,P-21,2
EK-34033,2022-03-26,ST-54,P-22,8
GV-133570,2021-03-07,ST-47,P-26,5
UK-4324,2021-12-24,ST-59,P-81,7
AO-6932,2022-10-17,ST-27,P-74,7
TR-3175,2023-05-20,ST-52,P-14,6
LM-65623,2020-04-05,ST-22,P-26,10
EG-2844,2024-02-25,ST-49,P-56,2
JA-16907,2020-03-07,ST-3,P-72,7
UO-50145,2023-02-14,ST-4,P-47,8
TH-3230,2024-05-23,ST-28,P-13,8
DN-9658,2021-11-08,ST-24,P-50,8
KZ-3391,2020-05-22,ST-59,P-8,4
JO-81110,2024-06-23,ST-16,P-34,8
QX-99330,2021-02-12,ST-72,P-56,10
FK-066533,2023-05-18,ST-26,P-72,6
LG-773437,2021-11-24,ST-29,P-60,8
LO-60433,2022-06-03,ST-14,P-24,7
TT-1895,2021-01-07,ST-71,P-35,5
AN-37974,2024-06-11,ST-28,P-55,2
BU-187710,2020-07-22,ST-9,P-64,3
DZ-1323,2024-11-01,ST-70,P-39,1
KW-1051,2023-10-29,ST-71,P-13,10
EC-048789,2021-06-23,ST-42,P-49,10
EW-552857,2023-09-20,ST-29,P-76,6
JR-21717,2023-09-05,ST-58,P-8,3
SY-11759,2020-12-07,ST-48,P-45,8
FC-2760,2020-09-09,ST-21,P-21,1
QG-84529,2020-12-21,ST-64,P-67,10
RT-55402,2024-06-19,ST-39,P-4,2
PD-8239,2023-06-22,ST-28,P-60,3
HP-4177,2022-06-27,ST-61,P-72,9
ZD-2449,2020-10-26,ST-46,P-45,9
FP-997518,2020-05-24,ST-53,P-71,2
BT-35566,2023-04-13,ST-40,P-60,9
BT-816814,2022-10-22,ST-46,P-51,7
HU-5959,2021-09-04,ST-33,P-58,4
QD-940001,2023-09-04,ST-69,P-86,8
HM-11118,2021-09-23,ST-69,P-61,10
ZR-3742,2024-07-07,ST-31,P-12,5
NS-29129,2023-03-07,ST-37,P-37,5
EV-69455,2021-01-21,ST-33,P-13,8
MX-5981,2021-09-03,ST-25,P-30,3
RN-60519,2024-03-29,ST-18,P-12,5
FH-768455,2021-04-15,ST-16,P-44,8
XC-052521,2022-10-14,ST-58,P-16,1
ZC-155564,2021-08-13,ST-19,P-28,4
XA-5433,2020-04-29,ST-16,P-63,6
CR-171159,2022-01-15,ST-56,P-72,9
EH-90511,2021-11-24,ST-43,P-13,4
GN-64790,2024-01-30,ST-20,P-86,5
ZM-5184,2021-05-23,ST-61,P-14,8
HA-89578,2022-07-30,ST-41,P-40,7
YL-2704,2020-02-09,ST-10,P-20,7
HY-59476,2024-09-19,ST-37,P-53,10
EZ-512507,2020-06-02,ST-24,P-74,3
IY-51396,2022-04-06,ST-32,P-20,2
VX-26651,2020-10-04,ST-50,P-27,10
MY-5429,2023-08-02,ST-44,P-22,8
NE-23393,2021-07-22,ST-23,P-31,1
ZJ-60380,2021-12-10,ST-7,P-10,5
NE-3997,2021-10-29,ST-41,P-9,8
BK-35233,2023-06-09,ST-63,P-20,1
JL-20272,2020-10-12,ST-45,P-52,9
BU-53289,2021-09-30,ST-7,P-35,5
EV-64909,2023-04-12,ST-12,P-69,3
QO-937086,2024-04-01,ST-65,P-86,2
GE-0459,2022-06-30,ST-5,P-34,10
BR-0263,2021-10-16,ST-8,P-70,9
VB-12238,2021-01-08,ST-15,P-84,10
XN-4909,2023-04-14,ST-57,P-16,4
HF-7357,2023-10-16,ST-63,P-26,6
BB-258888,2023-02-09,ST-53,P-65,1
UR-0718,2021-04-02,ST-57,P-75,8
FG-9274,2024-08-08,ST-45,P-27,10
RP-74917,2022-09-21,ST-63,P-83,7
OQ-689876,2021-11-21,ST-23,P-43,4
HJ-2925,2021-09-12,ST-43,P-59,2
DG-9302,2023-12-14,ST-52,P-51,10
FN-3656,2023-05-30,ST-18,P-15,9
XD-8617,2024-05-03,ST-50,P-81,3
EI-5764,2022-08-29,ST-28,P-33,7
GK-9933,2021-12-26,ST-59,P-25,3
WH-18368,2021-10-23,ST-32,P-6,10
AR-63007,2023-06-26,ST-40,P-5,10
EK-6058,2023-03-17,ST-32,P-11,6
SN-2496,2021-05-21,ST-45,P-28,9
IK-2991,2022-09-20,ST-71,P-73,4
HL-671733,2021-04-25,ST-28,P-45,7
UE-372437,2020-09-11,ST-37,P-87,3
MB-23660,2021-06-02,ST-48,P-29,1
VX-0131,2021-07-31,ST-27,P-88,9
FP-5894,2020-02-09,ST-12,P-30,1
MN-67669,2024-01-20,ST-17,P-23,1
BH-502645,2023-02-09,ST-25,P-40,6
IQ-00573,2023-07-11,ST-36,P-54,3
QE-85208,2023-07-03,ST-19,P-33,1
KG-46888,2024-11-12,ST-15,P-71,9
OV-856257,2022-04-27,ST-56,P-9,5
JB-35661,2024-10-08,ST-58,P-63,8
JN-50820,2020-09-17,ST-17,P-6,8
VZ-2036,2020-02-20,ST-54,P-46,1
HK-856180,2020-05-04,ST-73,P-3,8
XV-0609,2023-09-22,ST-64,P-66,2
CW-89149,2021-01-14,ST-52,P-42,10
XP-947505,2023-10-22,ST-1,P-70,7
QB-7117,2024-09-18,ST-9,P-11,2
LI-67199,2024-03-09,ST-23,P-16,1
CR-22846,2023-01-31,ST-14,P-87,8
VH-702520,2023-03-02,ST-51,P-43,10
GA-44502,2022-08-09,ST-46,P-33,6
OU-45120,2022-11-03,ST-37,P-37,9
XI-6588,2022-03-20,ST-68,P-28,4
ZM-55880,2023-01-26,ST-65,P-60,5
EN-56340,2020-05-31,ST-50,P-42,9
DM-0859,2020-12-06,ST-56,P-47,7
GO-9297,2022-03-04,ST-63,P-22,9
